Timestamp,Motor_Position,Potentiometer_Data
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"11
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"11
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"9
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"9
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"11
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"11
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"9
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"9
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"11
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:02,0,"11
"
2024-07-24 17:48:02,0,"10
"
2024-07-24 17:48:03,0,"10
"
2024-07-24 17:48:03,0,"9
"
2024-07-24 17:48:03,0,"11
"
2024-07-24 17:48:03,0,"12
"
2024-07-24 17:48:04,0,"10
"
2024-07-24 17:48:04,0,"10
"
2024-07-24 17:48:04,0,"10
"
2024-07-24 17:48:04,0,"10
"
2024-07-24 17:48:04,4,"10
"
2024-07-24 17:48:04,4,"10
"
2024-07-24 17:48:04,4,"10
"
2024-07-24 17:48:04,4,"10
"
2024-07-24 17:48:04,4,"10
"
2024-07-24 17:48:04,4,"9
"
2024-07-24 17:48:04,4,"9
"
2024-07-24 17:48:04,4,"10
"
2024-07-24 17:48:04,4,"10
"
2024-07-24 17:48:05,4,"3
"
2024-07-24 17:48:05,4,"9
"
2024-07-24 17:48:05,4,"10
"
2024-07-24 17:48:05,4,"11
"
2024-07-24 17:48:05,4,"10
"
2024-07-24 17:48:05,4,"10
"
2024-07-24 17:48:05,4,"9
"
2024-07-24 17:48:05,4,"10
"
2024-07-24 17:48:05,4,"10
"
2024-07-24 17:48:05,4,"10
"
2024-07-24 17:48:05,4,"10
"
2024-07-24 17:48:05,4,"10
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"11
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"11
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:06,4,"10
"
2024-07-24 17:48:07,4,"10
"
2024-07-24 17:48:07,4,"10
"
2024-07-24 17:48:07,4,"11
"
2024-07-24 17:48:07,4,"10
"
2024-07-24 17:48:07,4,"10
"
